locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1591824,Cochinita,Truck,142000,02ND ST: BRYANT ST to TABER PL (500 - 518),501 02ND ST,3774067,3774,067,22MFF-00021,APPROVED,Mexican Food: Yucatan Food: Street Food,6014675.196,2113164.273,37.783171104343396,-122.39290104947858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,1,11/15/2022 12:00:00 AM,"(37.783171104343396, -122.39290104947858)",6,2,9,28856,6
1591823,Cochinita,Truck,12662000,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),290 TOWNSEND ST,3787028,3787,028,22MFF-00021,APPROVED,Mexican Food: Yucatan Food: Street Food,6014084.346,2111203.786,37.77775521656862,-122.394807823179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,1,11/15/2022 12:00:00 AM,"(37.77775521656862, -122.394807823179)",6,2,9,28856,34
1591822,Cochinita,Truck,1329000,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2601 24TH ST,4264001,4264,001,22MFF-00020,APPROVED,Panushos: Salbutes: Salad: Rice: Beans: Cochinita: etc.,6010800.766,2102190.03,37.752822368121485,-122.4055319192157,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00020&ExportPDF=1&Filename=22MFF-00020_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,0,11/15/2022 12:00:00 AM,"(37.752822368121485, -122.4055319192157)",10,4,8,28859,19
1591825,Cochinita,Truck,2868000,BEALE ST: BRYANT ST \ DELANCEY ST to END: 500-501 BLOCK (500 - 599),501 BEALE ST,3771004,3771,004,22MFF-00021,APPROVED,Mexican Food: Yucatan Food: Street Food,6015805.73102,2114257.93168,37.78623677446536,-122.38906620560476,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,1,11/15/2022 12:00:00 AM,"(37.78623677446536, -122.38906620560476)",6,2,9,28856,6
1591827,Cochinita,Truck,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),617 BRYANT ST,3777055,3777,055,22MFF-00021,APPROVED,Mexican Food: Yucatan Food: Street Food,6013083.726,2111696.027,37.779051111573146,-122.39830388133372,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,1,11/15/2022 12:00:00 AM,"(37.779051111573146, -122.39830388133372)",6,2,9,28856,34
1591829,Cochinita,Truck,4806101,DIVISADERO ST: MCALLISTER ST to GOLDEN GATE AVE (901 - 999) -- WEST --,999 DIVISADERO ST,1156034,1156,034,22MFF-00021,APPROVED,Mexican Food: Yucatan Food: Street Food,6001382.637,2111693.088,37.778384300969044,-122.43878238856672,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,1,11/15/2022 12:00:00 AM,"(37.778384300969044, -122.43878238856672)",15,5,11,29490,41
1591840,Tacos Rodriguez,Truck,5331101,EVANS AVE: KEITH ST to MENDELL ST (1201 - 1399) -- SOUTH --,1275 EVANS AVE,5237033,5237,033,22MFF-00024,SUSPEND,Tacos: burritos: quesadillas: soda & water,6017367.817,2097063.665,37.73911142974502,-122.38246497113636,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00024&ExportPDF=1&Filename=22MFF-00024_schedule.pdf,,,,20220126,1,11/15/2022 12:00:00 AM,"(37.73911142974502, -122.38246497113636)",10,3,8,58,1
1591842,Tacos Rodriguez,Truck,9794000,OAKDALE AVE: INDUSTRIAL ST \ SELBY ST to TOLAND ST (2100 - 2199),2198 OAKDALE AVE,5590A008,5590A,008,22MFF-00024,SUSPEND,Tacos: burritos: quesadillas: soda & water,6011973.411,2097858.615,37.74099473500238,-122.4011723353864,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00024&ExportPDF=1&Filename=22MFF-00024_schedule.pdf,,,,20220126,1,11/15/2022 12:00:00 AM,"(37.74099473500238, -122.4011723353864)",10,3,8,58,1
1591841,Tacos Rodriguez,Truck,8958000,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),600 MENDELL ST,5254037,5254,037,22MFF-00024,SUSPEND,Tacos: burritos: quesadillas: soda & water,6016207.357,2097293.665,37.73967879180792,-122.38649338455488,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00024&ExportPDF=1&Filename=22MFF-00024_schedule.pdf,,,,20220126,1,11/15/2022 12:00:00 AM,"(37.73967879180792, -122.38649338455488)",10,3,8,58,1
1617853,Tacos El Flaco,Truck,194101,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,4296010,4296,010,22MFF-00032,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,6016154.266,2101929.534,37.75240499247832,-122.38700019629786,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00032&ExportPDF=1&Filename=22MFF-00032_schedule.pdf,,,05/31/2022 12:00:00 AM,20220524,0,11/15/2022 12:00:00 AM,"(37.75240499247832, -122.38700019629786)",10,3,8,28856,1
1622210,Roadside Rotisserie Corporation / Country Grill,Truck,3527000,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),300 CALIFORNIA ST,0238002,0238,002,21MFF-00142,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6012600.766,2116948.597,37.79344652781607,-122.40034367559197,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00142&ExportPDF=1&Filename=21MFF-00142_schedule.pdf,,,12/17/2021 12:00:00 AM,20211217,0,11/15/2022 12:00:00 AM,"(37.79344652781607, -122.40034367559197)",4,1,10,28854,6
1591839,Tacos Rodriguez,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,0289003,0289,003,22MFF-00024,SUSPEND,Tacos: burritos: quesadillas: soda & water,6012406.465,2115874.016,37.790485146128,-122.40094044068951,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00024&ExportPDF=1&Filename=22MFF-00024_schedule.pdf,,,,20220126,1,11/15/2022 12:00:00 AM,"(37.790485146128, -122.40094044068951)",4,1,10,28854,6
1591828,Cochinita,Truck,358000,07TH AVE: LINCOLN WAY to HUGO ST (1200 - 1246),1219 07TH AVE,1743003,1743,003,22MFF-00021,APPROVED,Mexican Food: Yucatan Food: Street Food,5993824.943,2107157.162,37.76549698761915,-122.46459761957114,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,1,11/15/2022 12:00:00 AM,"(37.76549698761915, -122.46459761957114)",11,8,11,56,12
1591826,Cochinita,Truck,3079000,BRANNAN ST: ZOE ST to 04TH ST (440 - 499),490 BRANNAN ST,3776025,3776,025,22MFF-00021,APPROVED,Mexican Food: Yucatan Food: Street Food,6013619.641,2111616.7,37.778863135500174,-122.39644435935813,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,,,03/22/2022 12:00:00 AM,20220126,1,11/15/2022 12:00:00 AM,"(37.778863135500174, -122.39644435935813)",6,2,9,28856,34
1336741,Quan Catering,Truck,3376000,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,043,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6016176.048,2098933.04,37.744178447375724,-122.38671592975922,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,,,07/10/2019 12:00:00 AM,20190710,1,01/15/2021 12:00:00 AM,"(37.744178447375724, -122.38671592975922)",10,3,8,58,1
1337426,Liang Bai Ping,Truck,10215000,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,07/12/2019 12:00:00 AM,20190712,1,01/15/2021 12:00:00 AM,"(0.0, 0.0)",,,,,
848184,Reecees Soulicious,Truck,2799106,BAY SHORE BLVD: BAY SHORE BLVD to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,5559021,5559,021,16MFF-0139,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,6011355.555,2099442.374,37.74530890865633,-122.40342005999852,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0139&ExportPDF=1&Filename=16MFF-0139_schedule.pdf,Mo-We:7AM-7PM,,,20160908,0,03/15/2017 12:00:00 AM,"(37.74530890865633, -122.40342005999852)",10,3,8,58,1
1332942,Mini Mobile Food Catering,Truck,5861002,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,3719003,3719,003,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013984.177,2115732.906,37.79018557063344,-122.39547172580944,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,06/26/2019 12:00:00 AM,20190626,1,01/15/2021 12:00:00 AM,"(37.79018557063344, -122.39547172580944)",12,2,9,28855,6
1343831,Got Snacks,Push Cart,184001,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL ST (1000 - 1099),1020 03RD ST,8714002,8714,002,19MFF-00112,REQUESTED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,6015168.306,2110364.21,37.77551013804947,-122.39099930600248,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00112&ExportPDF=1&Filename=19MFF-00112_schedule.pdf,,,,20190801,1,07/15/2020 12:00:00 AM,"(37.77551013804947, -122.39099930600248)",14,3,9,310,20
1047831,The Chef Station,Truck,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,3507041,3507,041,17MFF-0203,REQUESTED,South American/Peruvian food,6007585.376,2110633.378,37.7758255197583,-122.41724962664345,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0203&ExportPDF=1&Filename=17MFF-0203_schedule.pdf,,,,20171215,0,,"(37.7758255197583, -122.41724962664345)",8,2,9,28853,34
1606346,MOMO INNOVATION LLC,Truck,3527000,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),351 CALIFORNIA ST,0261010A,0261,010A,21MFF-00082,APPROVED,Noodles: Meat & Drinks,6012479.849,2116741.356,37.792870749741496,-122.4007474940767,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00082&ExportPDF=1&Filename=21MFF-00082_schedule.pdf,,,08/15/2022 12:00:00 AM,20210819,0,11/15/2022 12:00:00 AM,"(37.792870749741496, -122.4007474940767)",4,1,10,28854,6
934516,Scotch Bonnet,Truck,101000,01ST ST: STEVENSON ST to JESSIE ST (21 - 56),50 01ST ST,3708055,3708,055,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6013063.33,2115738.283,37.790149073725544,-122.39865818460403,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,Mo:6AM-8PM,,03/16/2017 12:00:00 AM,20170213,0,07/15/2018 12:00:00 AM,"(37.790149073725544, -122.39865818460403)",12,2,9,28855,6
1337425,Liang Bai Ping,Truck,10215000,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,042,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018287.161,2092537.392,37.72673391124156,-122.37897200523552,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,07/12/2019 12:00:00 AM,20190712,1,01/15/2021 12:00:00 AM,"(37.72673391124156, -122.37897200523552)",10,3,8,58,1
1552372,Breakfast Embed,Truck,108001,01ST ST: TEHAMA ST to CLEMENTINA ST (232 - 274),234 01ST ST,3736006,3736,006,21MFF-00069,APPROVED,Coffee: Pastries: Bagels: Sandwiches: Other Items,6013910.699,2114841.275,37.7877332717998,-122.39566345752182,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00069&ExportPDF=1&Filename=21MFF-00069_schedule.pdf,,,04/20/2022 12:00:00 AM,20210514,0,11/15/2022 12:00:00 AM,"(37.7877332717998, -122.39566345752182)",6,2,9,28855,6
1552373,Breakfast Embed,Truck,34169000,MISSION ROCK ST: 04TH ST intersection,1200 04TH ST,8711017,8711,017,21MFF-00069,APPROVED,Coffee: Pastries: Bagels: Sandwiches: Other Items,6014911.30745,2109267.15561,37.772483606822554,-122.39181160681602,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00069&ExportPDF=1&Filename=21MFF-00069_schedule.pdf,,,04/20/2022 12:00:00 AM,20210514,0,11/15/2022 12:00:00 AM,"(37.772483606822554, -122.39181160681602)",14,3,9,310,20
1575168,Buenafe,Truck,9199000,MISSISSIPPI ST: 07TH ST \ 16TH ST to 17TH ST (1 - 99),901 16TH ST,3949001,3949,001,21MFF-00113,APPROVED,Tacos burritos quesadillas tortas pupusas flautas tamales,6013806.356,2106973.63,37.76612469442701,-122.39547306227007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00113&ExportPDF=1&Filename=21MFF-00113_schedule.pdf,,,11/19/2021 12:00:00 AM,20211119,0,11/15/2022 12:00:00 AM,"(37.76612469442701, -122.39547306227007)",14,3,8,28856,20
1571659,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,0295016,0295,016,21MFF-00110,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010587.529,2115337.419,37.78891014957045,-122.40719603412224,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00110&ExportPDF=1&Filename=21MFF-00110_schedule.pdf,,,11/22/2021 12:00:00 AM,20211112,1,11/15/2022 12:00:00 AM,"(37.78891014957045, -122.40719603412224)",5,1,10,28857,6
1575155,Papalote Inc.,Truck,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,21MFF-00112,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,6013786.26714,2114936.80369,37.78798864899528,-122.39610066847152,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00112&ExportPDF=1&Filename=21MFF-00112_schedule.pdf,,,11/19/2021 12:00:00 AM,20211119,0,11/15/2022 12:00:00 AM,"(37.78798864899528, -122.39610066847152)",6,2,9,28855,6
1575171,Buenafe,Truck,5335000,EVANS AVE: PHELPS ST to QUINT ST (1600 - 1699),750 PHELPS ST,5280001,5280,001,21MFF-00114,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6014320.244,2097246.796,37.73944545286909,-122.39301498669842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00114&ExportPDF=1&Filename=21MFF-00114_schedule.pdf,,,11/19/2021 12:00:00 AM,20211119,0,11/15/2022 12:00:00 AM,"(37.73944545286909, -122.39301498669842)",10,3,8,58,1
1571657,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),233 GEARY ST,0314001,0314,001,21MFF-00108,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010666.538,2114728.492,37.787242602596706,-122.40687973821338,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00108&ExportPDF=1&Filename=21MFF-00108_schedule.pdf,,,11/22/2021 12:00:00 AM,20211112,1,11/15/2022 12:00:00 AM,"(37.787242602596706, -122.40687973821338)",5,10,10,28852,6
1575218,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,9108000,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,3507040,3507,040,21MFF-00117,APPROVED,Tacos: burritos: soda & juice,6007518.36,2110417.248,37.77522830783405,-122.41746613186956,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00117&ExportPDF=1&Filename=21MFF-00117_schedule.pdf,,,11/19/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.77522830783405, -122.41746613186956)",8,2,9,28853,34
1575170,Buenafe,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5228001,5228,001,21MFF-00114,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6014520.892,2099538.537,37.74574924062031,-122.3924814876784,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00114&ExportPDF=1&Filename=21MFF-00114_schedule.pdf,,,11/19/2021 12:00:00 AM,20211119,0,11/15/2022 12:00:00 AM,"(37.74574924062031, -122.3924814876784)",10,3,8,58,1
1576237,Natan's Catering,Truck,7727000,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,3958001D,3958,001D,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011363.148,2106748.619,37.76537066931712,-122.40390784821223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.76537066931712, -122.40390784821223)",8,3,8,28853,20
1568972,Fillmore Square,Truck,5543000,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1290 FILLMORE ST,0749019,0749,019,21MFF-00101,APPROVED,Breakfast and lunch items with a nod to various cultures,6003410.245,2112704.288,37.78127594842663,-122.43184035948617,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00101&ExportPDF=1&Filename=21MFF-00101_schedule.pdf,,,11/04/2021 12:00:00 AM,20211104,0,11/15/2022 12:00:00 AM,"(37.78127594842663, -122.43184035948617)",15,9,11,29490,41
1568999,Think is Good Inc.,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,095,21MFF-00104,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012851.27,2115274.827,37.78886471534304,-122.39935935136297,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00104&ExportPDF=1&Filename=21MFF-00104_schedule.pdf,,,11/05/2021 12:00:00 AM,20211105,0,11/15/2022 12:00:00 AM,"(37.78886471534304, -122.39935935136297)",12,2,9,28855,6
1568965,CARDONA'S FOOD TRUCK,Truck,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,3547001,3547,001,21MFF-00100,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,6006564.549,2107737.695,37.767817181414145,-122.42057533514163,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00100&ExportPDF=1&Filename=21MFF-00100_schedule.pdf,,,11/04/2021 12:00:00 AM,20211104,0,11/15/2022 12:00:00 AM,"(37.767817181414145, -122.42057533514163)",8,4,7,28853,19
1568971,Fillmore Square,Truck,5071000,EDDY ST: WEBSTER ST to FILLMORE ST (1400 - 1499),1290 FILLMORE ST,0749019,0749,019,21MFF-00101,APPROVED,Breakfast and lunch items with a nod to various cultures,6003410.245,2112704.288,37.78127594842663,-122.43184035948617,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00101&ExportPDF=1&Filename=21MFF-00101_schedule.pdf,,,11/04/2021 12:00:00 AM,20211104,0,11/15/2022 12:00:00 AM,"(37.78127594842663, -122.43184035948617)",15,9,11,29490,41
1568959,Senor Sisig,Truck,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,0140007,0140,007,21MFF-00098,APPROVED,Various menu items & drinks,6012853.387,2119060.762,37.799260113502285,-122.39961794865545,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00098&ExportPDF=1&Filename=21MFF-00098_schedule.pdf,,,11/04/2021 12:00:00 AM,20211104,0,11/15/2022 12:00:00 AM,"(37.799260113502285, -122.39961794865545)",3,1,10,28860,6
